Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2025-01-02,507.6553955078125,514.0330543562292,503.1581839494331,511.70483525262233,36389800
2025-01-03,515.9632568359375,517.0278648918753,509.9437973453937,510.7596061768049,29059500
2025-01-06,521.8931884765625,525.2561381071918,519.3959047599175,521.3758536522039,36109700
2025-01-07,512.5803833007812,523.335833378113,510.6900071781392,522.9378882230591,36690300
2025-01-08,512.6699829101562,514.3116206247583,507.99368681971373,512.4809392152073,30777800
2025-01-10,504.6307067871094,508.9985389290603,501.3772182340775,508.89906782286687,40532500
2025-01-13,503.0089416503906,503.4666119884404,497.17852578677275,498.6709567862965,31694200
2025-01-14,502.5313415527344,507.58572476161,499.0589618879038,506.1728767537031,33737200
2025-01-15,514.0927124023438,515.236872995838,508.87913311499364,510.44124844999436,34957600
2025-01-16,510.4909973144531,516.44080259186,510.3616484408425,516.3611892710602,28229000
2025-01-17,519.1072998046875,521.4255596709942,510.5208417683664,520.2116841905068,51837900
2025-01-21,522.15185546875,523.3159346639001,517.4357831491008,521.8334628963586,23628000
2025-01-22,528.8279418945312,531.1262829083367,526.589295683922,526.8977289549638,33593000
2025-01-23,529.952392578125,530.0717822178485,525.7835322640965,526.3705212048735,23096600
2025-01-24,526.95751953125,531.0965016684947,525.4850069666725,530.3304283427711,19878300
2025-01-27,511.6153564453125,515.3762512683116,507.57581496885507,508.42153200479015,60771700
2025-01-28,519.1768798828125,520.3608774249693,509.19749371576415,512.6201071165299,33194200
2025-01-29,518.201904296875,519.9530330379257,514.2917423982929,519.8236841608818,26649000
2025-01-30,520.41064453125,523.4452418932513,515.5951014840432,521.0673481367949,27431300
2025-01-31,519.6544799804688,528.8379462917052,518.5600549193936,524.2611216563674,38755200
2025-02-03,515.4956665039062,518.2218310867504,508.47129281901437,510.87906479498304,40580800
2025-02-04,521.823486328125,522.4602714517823,515.614983190396,516.0129890744747,26046800
2025-02-05,524.1915283203125,524.3507549789844,517.9929838870746,519.1869409184043,21134100
2025-02-06,526.9276123046875,527.1365745057541,523.0871044523607,524.6989250686672,19434500
2025-02-07,520.2813110351562,529.4149811581992,519.5550140724782,527.4649102497111,29605500
2025-02-10,526.5794067382812,527.6837911084541,524.0920217277084,524.559620960653,20852800
2025-02-11,525.3257446289062,527.2459985319832,523.1766707420592,523.306019618235,19325500
2025-02-12,525.6341552734375,526.5196788561027,519.3162220342847,519.6644316230244,25009400
2025-02-13,533.1958618164062,533.5141936498824,526.5196987532877,527.3056905351805,28714800
2025-02-14,535.4345092773438,536.1210299534633,532.966982109474,533.3052931830399,17862600
2025-02-18,536.6483154296875,537.2751412860282,533.3351017214825,537.0064842826905,20565000
2025-02-19,536.797607421875,538.0810762342214,533.7530505774469,535.8523889660353,19666900
2025-02-20,534.5191650390625,536.3797243246669,529.7732753357768,536.0115961704357,26550800
2025-02-21,523.4254150390625,535.6832555528226,523.057286918843,535.6633370402143,47093800
2025-02-24,517.2467041015625,526.400292568826,516.908453766449,525.2162949415896,39268400
2025-02-25,510.72979736328125,516.6995213959628,506.86937096397327,516.6199080719186,48940000
2025-02-26,511.9635314941406,517.0377726397771,508.7896257822196,512.928668459214,34457600
2025-02-27,497.74560546875,516.4507580909494,497.5267143835209,515.5154989416602,52448000
2025-02-28,505.60577392578125,506.2126812749178,494.42247061966975,497.60633547937397,47654000
2025-03-03,494.5418701171875,510.4511747502602,491.08937854664106,508.93885561166286,44587200
2025-03-04,493.0494384765625,501.19811409825184,485.2788502299198,491.68635636601033,67875400
2025-03-05,499.47686767578125,501.08868829896096,488.7811121667995,493.6961873600139,46323700
2025-03-06,485.7365417480469,496.06413848203505,483.74663380211234,491.1988293432897,57574300
2025-03-07,489.3084411621094,490.7909129209113,478.1052492912749,484.7017992368597,54714700
2025-03-10,470.3446350097656,481.5279087208424,466.2951647732502,481.01054355010933,76668000
2025-03-11,469.2203063964844,476.39391614178453,464.65347123925363,469.96652188682117,68760800
2025-03-12,474.5134582519531,478.6325518771569,469.4093395543602,476.74214541675576,46971100
2025-03-13,465.9767761230469,473.8767137089589,464.07641024395843,473.8468663020031,46563300
2025-03-14,477.2396240234375,478.1350765220873,470.73261656970107,471.3395542793586,43563000
2025-03-17,480.3338928222656,483.3884086426206,475.38897062743524,477.189834792779,41744400
2025-03-18,472.1454772949219,477.1898709733085,470.0262204273719,476.9908983924578,39072300
2025-03-19,478.4634094238281,482.88097693346737,472.4737673393992,474.40398039047363,40430300
2025-03-20,476.8416748046875,482.10495972485467,473.77719941007575,474.4736793716476,36780500
2025-03-21,478.4136657714844,479.1797694014654,470.52368803573967,471.6877671830669,42234900
2025-03-24,488.91217041015625,489.75914861467663,482.6744601047364,486.0025586791713,34567200
2025-03-25,491.7021484375,491.8615821216475,488.67299966529646,489.639545469345,26035200
2025-03-26,482.6545104980469,491.4032325143907,481.1000700784772,490.54628025757523,34627100
2025-03-27,479.9043273925781,484.84664994408064,478.5392125885613,480.69152170184447,33469800
2025-03-28,467.2695007324219,478.8082359990657,466.382656576976,478.10077374160966,46363800
2025-03-31,467.2496032714844,468.1862267806507,455.70086298518777,460.2745390190723,53000300
2025-04-01,471.01611328125,471.94279304476703,462.76561033586444,465.6353253704141,41156200
2025-04-02,474.4538269042969,477.85168326885497,464.20047397854324,464.4595575234652,49894500
2025-04-03,449.0545959472656,458.4310779026491,448.5364593153614,454.8140043600852,70456300
2025-04-04,421.1643371582031,438.8012662497565,421.1643371582031,436.57922963452495,117088400
2025-04-07,422.1806945800781,441.5614201479207,400.95658358107875,407.20423705779143,161557000
2025-04-08,414.577880859375,441.56143170449565,408.33022721914836,436.59916084576554,101248100
2025-04-09,464.3399658203125,466.16343342206665,413.9501042914269,414.08962016496724,142876900
2025-04-10,444.590576171875,453.96705879904806,431.0888571820337,451.9442914367033,108384100
2025-04-11,452.78131103515625,454.1663741146707,439.75786224336997,443.06604289719394,52483800
2025-04-14,455.850341796875,463.3933522712816,451.01761274443425,462.8054576620582,43941200
2025-04-15,456.3585205078125,460.7328968756089,454.52507867632215,456.9065795217768,35404200
2025-04-16,442.5976867675781,451.00762332139715,436.2005738134235,447.43041565591307,48980600
2025-04-17,442.51800537109375,446.1549970317344,439.78774529190997,445.57707652380003,44837000
2025-04-21,431.5671081542969,437.51584230875216,426.40556828000206,436.6688946094812,44149300
2025-04-22,442.89666748046875,445.9856002161295,436.06108861931057,437.2568260974721,52304400
2025-04-23,452.9407043457031,461.7292918835912,451.26669636006665,456.53786014306723,55801100
2025-04-24,465.6851501464844,465.9940433908054,454.2061687513021,454.8538775624891,45956100
2025-04-25,470.8765869140625,471.40469766730706,463.7321457882604,465.30650394037264,38697100
2025-04-28,470.7271423339844,473.1185867567387,464.36986487736374,471.34492884890216,33550800
2025-04-29,473.8360290527344,474.722873222181,467.91718654726753,468.4951374553907,30613100
2025-04-30,473.7762451171875,475.5000933242452,460.7826887017505,465.4659581608863,46810600
2025-05-01,479.964111328125,485.4445187613678,479.0274574431888,481.68795952250036,43316500
2025-05-02,487.0886535644531,489.1612611202772,483.10290255126364,484.8068330037864,39218100
2025-05-05,484.198974609375,487.2879376271539,482.37550695931134,482.87372581995743,28309500
2025-05-06,479.6950988769531,483.32211645922314,476.48656811897325,477.85168296536403,32786300
2025-05-07,481.5783386230469,484.06943292672264,475.08157562625235,480.3626833864985,38006300
2025-05-08,486.55059814453125,490.9448922772597,482.4452794741909,486.78973347402933,39577600
2025-05-09,486.2317199707031,489.789009962343,484.4680361370782,488.46373075344206,27767400
2025-05-12,506.0408935546875,506.08075957729017,499.69359025194126,505.1839413174901,45090600
2025-05-13,513.7533569335938,515.5469326874095,506.60888501619945,507.34623920694446,53269600
2025-05-14,516.8323364257812,517.3803650369858,513.9127810511419,514.9291670405382,47014500
2025-05-15,517.4003295898438,520.0707756057274,513.334846321635,514.6800738473207,50153300
2025-05-16,519.6522216796875,519.8415472706685,515.2578974745052,518.8052131652029,48394600
2025-05-19,520.1505126953125,520.6686798199481,512.4081714236444,512.4081714236444,52536200
2025-05-20,518.4166870117188,519.0743091661009,514.819500517199,517.6194881585196,42517600
2025-05-21,511.21240234375,521.1369442471234,509.418826553865,514.4309376384672,71292800
2025-05-22,512.1690063476562,515.8658123150946,510.47504999969107,511.83019075096956,55607200
2025-05-23,507.4259338378906,510.01667798674157,503.77896814055566,504.37683685319297,58368100
2025-05-27,519.3632202148438,519.8515257666644,512.7568943253785,514.3113346789697,47226300
2025-05-28,517.0614624023438,521.8144897137478,516.543356152141,520.3198331572289,46637200
2025-05-29,518.077880859375,524.6045360691892,515.4771928839561,524.4551068947912,58513300
2025-05-30,517.2608032226562,518.8252178409589,510.10638723489177,517.589644720194,67662800
2025-06-02,521.34619140625,521.58532672364,514.1319313645083,515.3974267063834,44762800
2025-06-03,525.4215698242188,526.8564424978958,520.8280067740416,521.6949026792081,44070300
2025-06-04,526.8863525390625,527.9525481163902,524.0962784813655,526.1290501987006,41359300
2025-06-05,522.9205322265625,531.1511175724819,520.7981150051966,528.2913461648635,61031200
2025-06-06,528.0322875976562,529.9055954761677,526.3284179293108,528.1120196484558,42467000
2025-06-09,528.8095703125,530.4536562468535,527.1255879414605,528.251567558544,33688700
2025-06-10,532.3070068359375,532.9945512832284,527.0059509616149,529.2777972976213,40664800
2025-06-11,530.5133666992188,534.8678553808483,528.221572163124,533.7119535961438,53701000
2025-06-12,531.7589111328125,532.735461425523,528.9490103653087,529.1981197879245,34104900
2025-06-13,525.0828247070312,529.9753069836088,523.8571649976662,525.8002306481651,55814400
2025-06-16,532.38671875,533.4628885796845,528.5604317387102,528.6102414640853,37622100
2025-06-17,527.1952514648438,531.4301114980193,526.0293756198878,529.8158873625565,42180900
2025-06-18,527.1055908203125,530.6529067451564,525.5212888702348,528.2116221164397,43983500
2025-06-20,524.9533081054688,531.6593145894406,523.0102423618315,530.3639576995934,61643500
2025-06-23,530.3511352539062,530.8698234247422,522.3706802794006,525.5229332044729,50666100
2025-06-24,538.4612426757812,539.3789778904177,534.9598085403529,535.5782888900031,45442000
2025-06-25,539.8377685546875,541.9825398600767,538.0621492513585,540.7355939583459,44804200
2025-06-26,544.8854370117188,545.3343497414623,540.196968838495,542.0224539142,43811400
2025-06-27,546.7509765625,548.6462981008426,543.2096009334672,545.922987304897,57577100
2025-06-30,550.292236328125,551.4493754022211,547.6686571277671,549.9131598811205,45548700
2025-07-01,545.6536254882812,549.3645687252039,543.3293009206998,548.3869215848855,56166700
2025-07-02,549.4542236328125,549.6537471519974,544.7856655368287,544.8255458862538,36538300
2025-07-03,554.8610229492188,555.8386700313663,551.8284721476665,551.8284721476665,26443500
2025-07-07,550.6813354492188,552.9856893302406,548.2373089969742,552.1676854094138,45349300
2025-07-08,550.9905395507812,552.656442328,549.7535179973017,552.0279766846955,36153300
2025-07-09,554.8909912109375,556.2676245184426,551.7486628164066,553.1252961239118,43045500
2025-07-10,554.0929565429688,555.9384123345195,551.399540909487,555.5294408217566,34710900
2025-07-11,552.8460083007812,554.4320895669904,550.7012367582291,551.9481827978439,39618600
2025-07-14,554.8511352539062,555.5893176048168,550.2823076862738,552.6365273151346,36453300
2025-07-15,555.3598022460938,559.4298511098242,555.2999512724816,558.881207037374,43277700
2025-07-16,555.9284057617188,558.841315448374,550.2124247955553,555.9184813380132,52314700
2025-07-17,560.4274291992188,560.9361929372504,555.8486773290106,556.6566959464612,40423800
2025-07-18,559.8887329101562,563.350225741294,558.6118309954545,561.7441739242998,50484700
2025-07-21,562.7916259765625,564.6770230188278,560.6867956545606,560.7167515850907,39595200
2025-07-22,559.8787231445312,562.9711246996918,557.2451587250212,562.921259039647,43270600
2025-07-23,562.4325561523438,562.4724365095674,558.2129099278791,560.9661767273466,40215300
2025-07-24,563.6295776367188,564.8565530178993,561.9137482789852,563.7492795819054,42275500
2025-07-25,564.9862670898438,566.313034745678,562.8914220636111,563.5497827933865,30630800
2025-07-28,566.7518920898438,567.6496566103068,565.4849755661548,566.3528450456176,31498700
2025-07-29,565.8740844726562,570.7122106355441,565.1458874865731,569.3655332995753,45463300
2025-07-30,566.6322631835938,569.2258866472484,563.6694876691353,566.7918454902335,43433800
2025-07-31,563.6295776367188,573.2260691874027,562.4923482714106,573.1362622854951,64613600
2025-08-01,552.5267944335938,557.6542512690211,550.3321571804888,557.4647130315702,69400800
2025-08-04,562.7217407226562,562.94123486933,557.5843599698458,557.6840912908586,47669800
2025-08-05,558.9011840820312,565.1757946176326,558.3624644272935,564.0086701757624,48666600
2025-08-06,565.9339599609375,566.3728874107766,559.2603021929511,559.7391099978526,41823700
2025-08-07,567.8492431640625,571.9192921000312,563.7293285635382,570.2732989674302,44463000
2025-08-08,573.146240234375,573.3657343884216,568.7570268998204,569.0562817589437,35255500
2025-08-11,571.4503784179688,575.39073988548,570.1735373972913,573.285909687358,33112900
2025-08-12,578.6328125,578.9320673642603,571.0912854904631,573.754745111433,42143300
2025-08-13,578.922119140625,581.8948188134602,577.5255153167782,581.336189461128,41209300
2025-08-14,578.4732666015625,580.4583950264449,576.4980626010837,576.867214657275,45425000
2025-08-15,575.9295043945312,578.4233965447576,574.1638092686386,578.3834553032891,49480200
2025-08-18,575.699951171875,576.3583727113783,573.8345249533343,575.0316052093148,29831000
2025-08-19,567.88916015625,575.1513419461467,566.8616474345037,574.9817743394825,53752600
2025-08-20,564.5173950195312,567.0611525811408,557.4746467271129,566.941450640785,76781100
2025-08-21,561.9038696289062,565.1059882525514,559.609440091839,562.9712019127612,46436900
2025-08-22,570.5725708007812,572.5876551514443,561.8938747848422,563.2904178641013,51502100
2025-08-25,568.9265747070312,571.8892890383006,567.7693747773127,569.0063962953644,34044700
2025-08-26,571.2109985351562,571.5202387152399,567.410309470112,568.4378222244122,34103000
2025-08-27,572.0888671875,573.0066024398417,568.9764946916996,570.1935457073605,36927100
2025-08-28,575.6701049804688,576.5878402039835,571.0613973569876,572.707329573353,46787900
2025-08-29,569.0064697265625,573.6251629601264,567.1509676530454,573.2560108987077,56030400
2025-09-02,564.238037109375,564.5871576131589,558.1728750960445,559.938570005311,65876800
2025-09-03,568.67724609375,570.30326864531,565.3453793937941,567.8392715420716,54230200
2025-09-04,573.8245849609375,574.1936761101587,567.6397814409955,569.3455646209001,47526300
2025-09-05,574.652587890625,579.7002230398967,570.1336870891607,579.0717573630119,68342500
2025-09-08,577.4556884765625,579.4209069942706,576.3584003727692,576.9569100864685,46371400
2025-09-09,579.0917358398438,579.5206779783559,575.6301819149563,578.2537612972826,44007600
2025-09-10,579.28125,582.3437567038031,577.1364785105435,582.3138007742962,49308000
2025-09-11,582.6530151367188,583.4510484301161,580.1990033956353,581.8150406027271,44745800
2025-09-12,585.2266235351562,586.423703827438,582.6728806584372,583.6105864506874,50745900
2025-09-15,590.2344360351562,590.3441526771844,586.8527036647196,587.0023615482407,44360300
2025-09-16,589.735595703125,591.4114837468736,589.0472791060467,591.1620945578748,36942100
2025-09-17,588.5585327148438,590.3042571762861,582.942282862292,589.6558208790498,69384800
2025-09-18,593.8655395507812,596.678657118695,591.5113200438022,593.4565071541567,61069300
2025-09-19,597.8856201171875,598.583922026821,594.3941714550525,595.8705968632576,58196100
2025-09-22,601.4251098632812,602.0942306490323,596.9508332125652,596.9708269829692,57154800
2025-09-23,597.4302978515625,601.7946700200599,596.2118359493293,601.5949151722127,64635500
2025-09-24,595.3329467773438,599.1281059107118,592.5964822123717,598.8085103543956,49850300
2025-09-25,592.7662963867188,594.354216296693,587.7427395490681,591.4379907146171,70920200
2025-09-26,595.203125,595.5327174506845,590.2994696097071,593.585214360816,54337400
2025-09-29,597.9595947265625,601.275330198043,596.6412858554952,598.3391106571707,48332900
2025-09-30,599.5974731445312,599.9370624727763,595.3329480316206,597.659966987958,46533800
2025-10-01,602.4737548828125,603.0130380816322,595.5726732971928,596.4015613877941,46899600
2025-10-02,604.9505615234375,606.378714165839,602.1541765957764,606.2788672228089,43765400
2025-10-03,602.4038696289062,606.5485541284623,600.6161947999731,605.7296019230981,46482100
2025-10-06,606.9280395507812,608.5758798079479,605.1902273252953,607.6670775886568,41962100
2025-10-07,603.732177734375,608.9254990082667,602.2541015785323,608.2363844032766,58209500
2025-10-08,610.6532592773438,610.9628579603992,604.481218431623,604.6309888518371,50629800
2025-10-09,609.9141845703125,610.8229867928995,606.6982962574127,610.6931491958702,45551000
2025-10-10,588.741455078125,612.3909772904724,588.2920219287263,610.6132994204178,97614800
2025-10-13,601.2353515625,602.1741444216893,596.4614731416003,598.9083327066105,65872600
2025-10-14,597.2305297851562,601.9144974152143,589.3706613014698,594.5439886761187,69203200
2025-10-15,601.445068359375,605.9193452011472,595.1631839173533,603.232804101606,62805500
2025-10-16,599.2179565429688,607.5272581453062,594.7337437778706,604.3313635356964,70982000
2025-10-17,603.1528930664062,604.7308770883808,595.6026232431807,597.1806072651552,72024900
2025-10-20,610.7530517578125,612.0114401498232,606.2888329883251,606.3587502275053,45761700
2025-10-21,610.5933227539062,611.9315643975107,608.5359758597962,610.8529979566828,44538200
2025-10-22,604.7108764648438,610.6232418416384,598.9682752728291,610.034035159382,61478800
2025-10-23,609.7943725585938,610.5833341066889,603.7421725102494,604.1316243630486,42844300
2025-10-24,616.305908203125,617.6242169779957,614.3384724044602,615.1973511503762,47632500
2025-10-27,627.2818603515625,627.7412294550786,623.2270868116484,623.7164465731967,54098600
2025-10-28,632.1055908203125,633.8633359425862,628.4403301580431,629.5488872669928,61195700
2025-10-29,634.9519653320312,636.190360053584,629.4390484873167,634.77220425535,67422800
2025-10-30,625.2444458007812,632.6848720357782,625.1346019679808,631.3565662863019,61628600
2025-10-31,628.2605590820312,633.3839629929544,625.883616641787,633.3539723359148,66305100
2025-11-03,631.2666625976562,635.001840248536,629.0394906897283,634.2927319253315,37154300
2025-11-04,618.4531860351562,626.1432903257465,617.6642245044198,622.478029730703,63830800
2025-11-05,622.47802734375,625.7937017112316,616.4158305661566,617.6941518361581,48688500
2025-11-06,610.8829345703125,621.2395864016282,609.5147022540025,620.9899080817669,72115100
2025-11-07,608.9553833007812,609.1651350193971,597.899620744235,607.5272307243642,81835400
2025-11-10,622.4280395507812,623.5066669290842,616.0962316788492,618.1235878797521,55919900
2025-11-11,620.7702026367188,621.9186863012081,616.7254261621581,619.7714893858831,44868800
2025-11-12,620.2808227539062,624.0559270220305,617.0150110236092,624.0359942081623,47444400
2025-11-13,607.6171875,617.324651379383,605.3001653620098,616.74538060573,71333600
2025-11-14,608.0765380859375,612.5607508498654,596.4015776914192,598.7785201159286,80087300
2025-11-17,602.8832397460938,611.6918983068232,599.098138309288,605.5198574697043,63850400
2025-11-18,595.542724609375,601.5350044005672,590.5791487748494,598.8484631892511,83327300
2025-11-19,599.09814453125,605.3800292662713,593.824969985886,596.3017594726007,73111500
2025-11-20,584.9163818359375,613.239936406368,583.997582698434,610.8330032979317,117743200
2025-11-21,589.3107299804688,596.2118116612933,579.992718365408,586.7140389774793,103344200
2025-11-24,604.3812866210938,605.8993502749281,594.3941540703303,594.5140557410294,60168100
2025-11-25,608.1065063476562,609.4747385807095,596.5513870928105,602.7334243546638,57560900
2025-11-26,613.4796142578125,615.3971266508202,609.6046019291258,611.7218691656304,42393600
2025-11-28,618.4531860351562,618.5231032781257,614.6280971828623,615.3172117702823,23034400
2025-12-01,616.3758544921875,618.642953131189,611.7318743402105,612.8404314452031,40957600
2025-12-02,621.1996459960938,622.9473941962435,616.7953473526289,618.6629362671166,54541800
2025-12-03,622.7177124023438,623.4167629201941,617.2347863490129,618.8227062993094,47841600
2025-12-04,622.138427734375,624.1358542129962,618.7427783380717,624.125857327544,47067800
2025-12-05,624.6751708984375,628.1107470640665,622.9074898206164,623.576610658964,53614200
2025-12-08,623.4767456054688,628.0308756502869,620.8900514312259,626.4029681537079,43462400
2025-12-09,624.2457275390625,625.0646797487918,620.2009509200387,622.2083743789747,37156000
2025-12-10,626.8024291992188,628.4004070267185,620.1909521392804,623.0472575003708,55031400
2025-12-11,624.7750854492188,624.9748403012362,616.9251525569541,623.0173402820615,58272800
2025-12-12,612.8304443359375,622.7376631081598,610.5733425467316,621.2795807165155,75158700
2025-12-15,609.75439453125,617.6242601897563,608.5359935678383,617.5743367162205,49538200
2025-12-16,610.9628295898438,612.7205746597449,606.1290306476157,607.4773301066649,55152800
2025-12-17,599.6373901367188,612.8604046495489,599.5076134954934,612.2711370165166,70654300
2025-12-18,608.3262329101562,612.1413249643276,606.1390483830863,609.015347513387,78875800
2025-12-19,616.2559814453125,616.825255296648,611.0826542701337,611.1625683957468,60369800
2025-12-22,619.2100219726562,621.6500244140625,617.77001953125,621.3499755859375,43703100
2025-12-23,622.1099853515625,622.4099731445312,617.780029296875,618.2000122070312,41120400
2025-12-24,623.9299926757812,624.280029296875,621.719970703125,621.989990234375,18468700
2025-12-26,623.8900146484375,625.52001953125,623.1400146484375,624.6599731445312,28959800
2025-12-29,620.8699951171875,622.780029296875,618.72998046875,620.0999755859375,32458300
2025-12-30,619.4299926757812,622.1799926757812,619.219970703125,619.8400268554688,31226800
2025-12-31,614.3099975585938,619.9600219726562,614.0499877929688,619.6500244140625,40746500
2026-01-02,613.1199951171875,622.8499755859375,610.1500244140625,620.0599975585938,61859200
2026-01-05,617.989990234375,620.8099975585938,616.719970703125,619.3200073242188,46828400
2026-01-06,623.4199829101562,624.02001953125,618.5399780273438,619.22998046875,43137500
2026-01-07,624.02001953125,627.9400024414062,622.5599975585938,623.0399780273438,44880300
2026-01-08,620.469970703125,623.4199829101562,617.7999877929688,623.030029296875,50435900
2026-01-09,626.6500244140625,627.8900146484375,619.0599975585938,621.4099731445312,49688700
2026-01-12,627.1699829101562,628.8499755859375,622.260009765625,622.3099975585938,37388700
2026-01-13,626.239990234375,629.469970703125,623.7000122070312,627.27001953125,44481400
2026-01-14,619.5499877929688,623.4500122070312,614.5599975585938,622.239990234375,72598700
2026-01-15,621.780029296875,630.0,620.75,626.5999755859375,53934900
2026-01-16,621.260009765625,626.0800170898438,618.8800048828125,625.5,61058100
2026-01-20,608.0599975585938,615.0599975585938,607.0499877929688,610.530029296875,81988900
2026-01-21,616.280029296875,620.4199829101562,607.8599853515625,609.469970703125,79837900
2026-01-22,620.760009765625,622.4600219726562,617.780029296875,622.3499755859375,42254800
2026-01-23,622.719970703125,625.4000244140625,618.6500244140625,619.72998046875,43645800
2026-01-26,625.4600219726562,627.6099853515625,622.1199951171875,623.2100219726562,35983000
2026-01-27,631.1300048828125,632.0399780273438,627.3400268554688,628.9099731445312,38997200
2026-01-28,633.219970703125,636.5999755859375,631.8099975585938,635.4600219726562,50691700
2026-01-29,629.4299926757812,633.6699829101562,618.27001953125,632.6500244140625,79944000
2026-01-30,621.8699951171875,628.260009765625,619.2999877929688,625.7100219726562,65650700
2026-02-02,626.1400146484375,628.489990234375,618.6599731445312,618.7000122070312,49020300
2026-02-03,616.52001953125,629.97998046875,610.9600219726562,628.2999877929688,81234000
2026-02-04,605.75,615.0999755859375,600.469970703125,615.02001953125,81850700
2026-02-05,597.030029296875,604.8099975585938,594.760009765625,600.2100219726562,89354500
2026-02-06,609.6500244140625,611.4099731445312,598.77001953125,600.1900024414062,78019300
2026-02-09,614.3200073242188,616.4600219726562,605.0700073242188,607.5399780273438,56797600
2026-02-10,611.469970703125,617.02001953125,611.010009765625,615.3099975585938,53938900
2026-02-11,613.1099853515625,617.52001953125,607.6900024414062,616.3800048828125,58575100
2026-02-12,600.6400146484375,615.8099975585938,599.5700073242188,614.7100219726562,81378900
2026-02-13,601.9199829101562,606.47998046875,596.4199829101562,600.4299926757812,69237500
2026-02-17,601.2999877929688,603.9500122070312,593.3400268554688,598.3800048828125,69013800
2026-02-18,605.7899780273438,609.77001953125,600.719970703125,602.1099853515625,64250700
2026-02-19,603.469970703125,605.8200073242188,600.75,602.8099975585938,60960800
2026-02-20,608.8099975585938,610.3499755859375,599.22998046875,600.1199951171875,74127300
2026-02-23,601.4099731445312,608.010009765625,599.0499877929688,606.6099853515625,63859100
2026-02-24,607.8699951171875,608.989990234375,599.72998046875,602.4000244140625,55023700
2026-02-25,616.6799926757812,616.8300170898438,611.0,611.0700073242188,55710700
2026-02-26,609.239990234375,615.5900268554688,603.97998046875,615.5900268554688,96178900
2026-02-27,607.2899780273438,608.3200073242188,602.1900024414062,602.97998046875,68012000
